image,superclass_index,subclass_index,description
4419.jpg,2,66,"nature photograph of a reptile, specifically a green lizard, Lacerta viridis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4420.jpg,1,18,"nature photograph of a dog, specifically a Blenheim spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4421.jpg,1,7,"nature photograph of a dog, specifically a Pekinese, Pekingese, Peke, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4422.jpg,0,6,"nature photograph of a bird, specifically a ptarmigan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4423.jpg,2,66,"nature photograph of a reptile, specifically a green lizard, Lacerta viridis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4424.jpg,2,68,"nature photograph of a reptile, specifically a leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4425.jpg,2,47,"nature photograph of a reptile, specifically a Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4426.jpg,1,25,"nature photograph of a dog, specifically a Airedale, Airedale terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4427.jpg,0,5,"nature photograph of a bird, specifically a bustard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4428.jpg,0,75,"nature photograph of a bird, specifically a chickadee, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4429.jpg,2,61,"nature photograph of a reptile, specifically a common newt, Triturus vulgaris, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4430.jpg,2,63,"nature photograph of a reptile, specifically a bullfrog, Rana catesbeiana, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4431.jpg,1,9,"nature photograph of a dog, specifically a Lhasa, Lhasa apso, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4432.jpg,2,57,"nature photograph of a reptile, specifically a alligator lizard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4433.jpg,1,37,"nature photograph of a dog, specifically a Maltese dog, Maltese terrier, Maltese, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4434.jpg,1,32,"nature photograph of a dog, specifically a giant schnauzer, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4435.jpg,0,86,"nature photograph of a bird, specifically a European gallinule, Porphyrio porphyrio, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4436.jpg,0,40,"nature photograph of a bird, specifically a red-backed sandpiper, dunlin, Erolia alpina, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4437.jpg,2,81,"nature photograph of a reptile, specifically a ringneck snake, ring-necked snake, ring snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4438.jpg,1,18,"nature photograph of a dog, specifically a Blenheim spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4439.jpg,2,34,"nature photograph of a reptile, specifically a tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4440.jpg,1,65,"nature photograph of a dog, specifically a beagle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4441.jpg,0,78,"nature photograph of a bird, specifically a indigo bunting, indigo finch, indigo bird, Passerina cyanea, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4442.jpg,0,83,"nature photograph of a bird, specifically a robin, American robin, Turdus migratorius, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4443.jpg,0,86,"nature photograph of a bird, specifically a European gallinule, Porphyrio porphyrio, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4444.jpg,2,72,"nature photograph of a reptile, specifically a axolotl, mud puppy, Ambystoma mexicanum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4445.jpg,0,40,"nature photograph of a bird, specifically a red-backed sandpiper, dunlin, Erolia alpina, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4446.jpg,0,5,"nature photograph of a bird, specifically a bustard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4447.jpg,0,75,"nature photograph of a bird, specifically a chickadee, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4448.jpg,2,66,"nature photograph of a reptile, specifically a green lizard, Lacerta viridis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4449.jpg,0,6,"nature photograph of a bird, specifically a ptarmigan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4450.jpg,2,55,"nature photograph of a reptile, specifically a loggerhead, loggerhead turtle, Caretta caretta, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4451.jpg,0,19,"nature photograph of a bird, specifically a brambling, Fringilla montifringilla, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4452.jpg,1,25,"nature photograph of a dog, specifically a Airedale, Airedale terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4453.jpg,1,77,"nature photograph of a dog, specifically a silky terrier, Sydney silky, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4454.jpg,2,66,"nature photograph of a reptile, specifically a green lizard, Lacerta viridis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4455.jpg,0,59,"nature photograph of a bird, specifically a house finch, linnet, Carpodacus mexicanus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4456.jpg,0,75,"nature photograph of a bird, specifically a chickadee, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4457.jpg,0,80,"nature photograph of a bird, specifically a American coot, marsh hen, mud hen, water hen, Fulica americana, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4458.jpg,0,27,"nature photograph of a bird, specifically a water ouzel, dipper, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4459.jpg,0,82,"nature photograph of a bird, specifically a ruddy turnstone, Arenaria interpres, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4460.jpg,0,5,"nature photograph of a bird, specifically a bustard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4461.jpg,1,22,"nature photograph of a dog, specifically a Japanese spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4462.jpg,0,4,"nature photograph of a bird, specifically a great grey owl, great gray owl, Strix nebulosa, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4463.jpg,1,32,"nature photograph of a dog, specifically a giant schnauzer, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4464.jpg,0,20,"nature photograph of a bird, specifically a king penguin, Aptenodytes patagonica, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4465.jpg,2,66,"nature photograph of a reptile, specifically a green lizard, Lacerta viridis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4466.jpg,0,6,"nature photograph of a bird, specifically a ptarmigan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4467.jpg,1,31,"nature photograph of a dog, specifically a Shih-Tzu, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4468.jpg,0,84,"nature photograph of a bird, specifically a magpie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4469.jpg,1,18,"nature photograph of a dog, specifically a Blenheim spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4470.jpg,1,0,"nature photograph of a dog, specifically a Scotch terrier, Scottish terrier, Scottie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4471.jpg,2,72,"nature photograph of a reptile, specifically a axolotl, mud puppy, Ambystoma mexicanum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4472.jpg,1,7,"nature photograph of a dog, specifically a Pekinese, Pekingese, Peke, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4473.jpg,1,25,"nature photograph of a dog, specifically a Airedale, Airedale terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4474.jpg,0,80,"nature photograph of a bird, specifically a American coot, marsh hen, mud hen, water hen, Fulica americana, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4475.jpg,1,10,"nature photograph of a dog, specifically a Lakeland terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4476.jpg,2,76,"nature photograph of a reptile, specifically a green snake, grass snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4477.jpg,0,20,"nature photograph of a bird, specifically a king penguin, Aptenodytes patagonica, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4478.jpg,0,19,"nature photograph of a bird, specifically a brambling, Fringilla montifringilla, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4479.jpg,1,31,"nature photograph of a dog, specifically a Shih-Tzu, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4480.jpg,1,2,"nature photograph of a dog, specifically a standard schnauzer, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4481.jpg,2,50,"nature photograph of a reptile, specifically a European fire salamander, Salamandra salamandra, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4482.jpg,2,66,"nature photograph of a reptile, specifically a green lizard, Lacerta viridis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4483.jpg,2,69,"nature photograph of a reptile, specifically a tree frog, tree-frog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4484.jpg,0,75,"nature photograph of a bird, specifically a chickadee, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4485.jpg,2,15,"nature photograph of a reptile, specifically a mud turtle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4486.jpg,1,21,"nature photograph of a dog, specifically a Chihuahua, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4487.jpg,1,18,"nature photograph of a dog, specifically a Blenheim spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4488.jpg,2,57,"nature photograph of a reptile, specifically a alligator lizard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4489.jpg,1,53,"nature photograph of a dog, specifically a soft-coated wheaten terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4490.jpg,1,31,"nature photograph of a dog, specifically a Shih-Tzu, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4491.jpg,2,44,"nature photograph of a reptile, specifically a hognose snake, puff adder, sand viper, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4492.jpg,0,4,"nature photograph of a bird, specifically a great grey owl, great gray owl, Strix nebulosa, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4493.jpg,1,2,"nature photograph of a dog, specifically a standard schnauzer, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4494.jpg,2,68,"nature photograph of a reptile, specifically a leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4495.jpg,2,61,"nature photograph of a reptile, specifically a common newt, Triturus vulgaris, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4496.jpg,0,28,"nature photograph of a bird, specifically a black grouse, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4497.jpg,0,14,"nature photograph of a bird, specifically a junco, snowbird, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4498.jpg,2,52,"nature photograph of a reptile, specifically a triceratops, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4499.jpg,1,22,"nature photograph of a dog, specifically a Japanese spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4500.jpg,2,50,"nature photograph of a reptile, specifically a European fire salamander, Salamandra salamandra, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4501.jpg,1,7,"nature photograph of a dog, specifically a Pekinese, Pekingese, Peke, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4502.jpg,2,61,"nature photograph of a reptile, specifically a common newt, Triturus vulgaris, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4503.jpg,1,46,"nature photograph of a dog, specifically a papillon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4504.jpg,1,22,"nature photograph of a dog, specifically a Japanese spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4505.jpg,1,9,"nature photograph of a dog, specifically a Lhasa, Lhasa apso, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4506.jpg,2,76,"nature photograph of a reptile, specifically a green snake, grass snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4507.jpg,0,28,"nature photograph of a bird, specifically a black grouse, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4508.jpg,2,35,"nature photograph of a reptile, specifically a thunder snake, worm snake, Carphophis amoenus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4509.jpg,1,77,"nature photograph of a dog, specifically a silky terrier, Sydney silky, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4510.jpg,0,42,"nature photograph of a bird, specifically a oystercatcher, oyster catcher, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4511.jpg,1,17,"nature photograph of a dog, specifically a cairn, cairn terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4512.jpg,0,60,"nature photograph of a bird, specifically a goldfinch, Carduelis carduelis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4513.jpg,1,70,"nature photograph of a dog, specifically a toy terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4514.jpg,1,7,"nature photograph of a dog, specifically a Pekinese, Pekingese, Peke, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4515.jpg,0,78,"nature photograph of a bird, specifically a indigo bunting, indigo finch, indigo bird, Passerina cyanea, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4516.jpg,2,35,"nature photograph of a reptile, specifically a thunder snake, worm snake, Carphophis amoenus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4517.jpg,2,69,"nature photograph of a reptile, specifically a tree frog, tree-frog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4518.jpg,2,29,"nature photograph of a reptile, specifically a spotted salamander, Ambystoma maculatum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4519.jpg,1,62,"nature photograph of a dog, specifically a Afghan hound, Afghan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4520.jpg,1,49,"nature photograph of a dog, specifically a bloodhound, sleuthhound, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4521.jpg,2,69,"nature photograph of a reptile, specifically a tree frog, tree-frog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4522.jpg,0,11,"nature photograph of a bird, specifically a pelican, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4523.jpg,2,76,"nature photograph of a reptile, specifically a green snake, grass snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4524.jpg,2,81,"nature photograph of a reptile, specifically a ringneck snake, ring-necked snake, ring snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4525.jpg,2,63,"nature photograph of a reptile, specifically a bullfrog, Rana catesbeiana, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4526.jpg,2,44,"nature photograph of a reptile, specifically a hognose snake, puff adder, sand viper, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4527.jpg,2,43,"nature photograph of a reptile, specifically a American alligator, Alligator mississipiensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4528.jpg,0,19,"nature photograph of a bird, specifically a brambling, Fringilla montifringilla, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4529.jpg,2,13,"nature photograph of a reptile, specifically a agama, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4530.jpg,1,53,"nature photograph of a dog, specifically a soft-coated wheaten terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4531.jpg,0,24,"nature photograph of a bird, specifically a bald eagle, American eagle, Haliaeetus leucocephalus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4532.jpg,2,57,"nature photograph of a reptile, specifically a alligator lizard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4533.jpg,1,7,"nature photograph of a dog, specifically a Pekinese, Pekingese, Peke, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4534.jpg,1,85,"nature photograph of a dog, specifically a miniature schnauzer, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4535.jpg,2,48,"nature photograph of a reptile, specifically a American chameleon, anole, Anolis carolinensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4536.jpg,0,4,"nature photograph of a bird, specifically a great grey owl, great gray owl, Strix nebulosa, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4537.jpg,0,86,"nature photograph of a bird, specifically a European gallinule, Porphyrio porphyrio, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4538.jpg,0,6,"nature photograph of a bird, specifically a ptarmigan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4539.jpg,0,56,"nature photograph of a bird, specifically a bulbul, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4540.jpg,2,61,"nature photograph of a reptile, specifically a common newt, Triturus vulgaris, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4541.jpg,1,64,"nature photograph of a dog, specifically a Rhodesian ridgeback, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4542.jpg,1,85,"nature photograph of a dog, specifically a miniature schnauzer, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4543.jpg,1,46,"nature photograph of a dog, specifically a papillon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4544.jpg,2,1,"nature photograph of a reptile, specifically a African chameleon, Chamaeleo chamaeleon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4545.jpg,1,25,"nature photograph of a dog, specifically a Airedale, Airedale terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4546.jpg,0,84,"nature photograph of a bird, specifically a magpie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4547.jpg,1,64,"nature photograph of a dog, specifically a Rhodesian ridgeback, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4548.jpg,1,62,"nature photograph of a dog, specifically a Afghan hound, Afghan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4549.jpg,0,28,"nature photograph of a bird, specifically a black grouse, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4550.jpg,2,29,"nature photograph of a reptile, specifically a spotted salamander, Ambystoma maculatum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4551.jpg,1,0,"nature photograph of a dog, specifically a Scotch terrier, Scottish terrier, Scottie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4552.jpg,2,74,"nature photograph of a reptile, specifically a whiptail, whiptail lizard, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4553.jpg,2,3,"nature photograph of a reptile, specifically a terrapin, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4554.jpg,1,64,"nature photograph of a dog, specifically a Rhodesian ridgeback, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4555.jpg,1,46,"nature photograph of a dog, specifically a papillon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4556.jpg,1,12,"nature photograph of a dog, specifically a Tibetan terrier, chrysanthemum dog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4557.jpg,0,75,"nature photograph of a bird, specifically a chickadee, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4558.jpg,2,43,"nature photograph of a reptile, specifically a American alligator, Alligator mississipiensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4559.jpg,2,44,"nature photograph of a reptile, specifically a hognose snake, puff adder, sand viper, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4560.jpg,0,20,"nature photograph of a bird, specifically a king penguin, Aptenodytes patagonica, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4561.jpg,1,62,"nature photograph of a dog, specifically a Afghan hound, Afghan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4562.jpg,0,75,"nature photograph of a bird, specifically a chickadee, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4563.jpg,0,73,"nature photograph of a bird, specifically a dowitcher, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4564.jpg,0,27,"nature photograph of a bird, specifically a water ouzel, dipper, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4565.jpg,1,37,"nature photograph of a dog, specifically a Maltese dog, Maltese terrier, Maltese, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4566.jpg,0,84,"nature photograph of a bird, specifically a magpie, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4567.jpg,2,44,"nature photograph of a reptile, specifically a hognose snake, puff adder, sand viper, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4568.jpg,1,9,"nature photograph of a dog, specifically a Lhasa, Lhasa apso, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4569.jpg,2,1,"nature photograph of a reptile, specifically a African chameleon, Chamaeleo chamaeleon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4570.jpg,0,60,"nature photograph of a bird, specifically a goldfinch, Carduelis carduelis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4571.jpg,2,1,"nature photograph of a reptile, specifically a African chameleon, Chamaeleo chamaeleon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4572.jpg,1,2,"nature photograph of a dog, specifically a standard schnauzer, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4573.jpg,1,85,"nature photograph of a dog, specifically a miniature schnauzer, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4574.jpg,1,18,"nature photograph of a dog, specifically a Blenheim spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4575.jpg,2,72,"nature photograph of a reptile, specifically a axolotl, mud puppy, Ambystoma mexicanum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4576.jpg,1,36,"nature photograph of a dog, specifically a basset, basset hound, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4577.jpg,1,64,"nature photograph of a dog, specifically a Rhodesian ridgeback, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4578.jpg,2,52,"nature photograph of a reptile, specifically a triceratops, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4579.jpg,0,28,"nature photograph of a bird, specifically a black grouse, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4580.jpg,1,79,"nature photograph of a dog, specifically a Boston bull, Boston terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4581.jpg,0,59,"nature photograph of a bird, specifically a house finch, linnet, Carpodacus mexicanus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4582.jpg,1,25,"nature photograph of a dog, specifically a Airedale, Airedale terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4583.jpg,0,30,"nature photograph of a bird, specifically a vulture, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4584.jpg,1,65,"nature photograph of a dog, specifically a beagle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4585.jpg,1,9,"nature photograph of a dog, specifically a Lhasa, Lhasa apso, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4586.jpg,1,70,"nature photograph of a dog, specifically a toy terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4587.jpg,2,81,"nature photograph of a reptile, specifically a ringneck snake, ring-necked snake, ring snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4588.jpg,1,65,"nature photograph of a dog, specifically a beagle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4589.jpg,2,44,"nature photograph of a reptile, specifically a hognose snake, puff adder, sand viper, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4590.jpg,2,35,"nature photograph of a reptile, specifically a thunder snake, worm snake, Carphophis amoenus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4591.jpg,2,61,"nature photograph of a reptile, specifically a common newt, Triturus vulgaris, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4592.jpg,1,22,"nature photograph of a dog, specifically a Japanese spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4593.jpg,0,42,"nature photograph of a bird, specifically a oystercatcher, oyster catcher, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4594.jpg,1,36,"nature photograph of a dog, specifically a basset, basset hound, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4595.jpg,1,18,"nature photograph of a dog, specifically a Blenheim spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4596.jpg,0,24,"nature photograph of a bird, specifically a bald eagle, American eagle, Haliaeetus leucocephalus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4597.jpg,1,31,"nature photograph of a dog, specifically a Shih-Tzu, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4598.jpg,0,28,"nature photograph of a bird, specifically a black grouse, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4599.jpg,2,58,"nature photograph of a reptile, specifically a African crocodile, Nile crocodile, Crocodylus niloticus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4600.jpg,2,15,"nature photograph of a reptile, specifically a mud turtle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4601.jpg,0,24,"nature photograph of a bird, specifically a bald eagle, American eagle, Haliaeetus leucocephalus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4602.jpg,1,49,"nature photograph of a dog, specifically a bloodhound, sleuthhound, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4603.jpg,1,10,"nature photograph of a dog, specifically a Lakeland terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4604.jpg,2,47,"nature photograph of a reptile, specifically a Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4605.jpg,2,33,"nature photograph of a reptile, specifically a common iguana, iguana, Iguana iguana, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4606.jpg,1,45,"nature photograph of a dog, specifically a Australian terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4607.jpg,2,76,"nature photograph of a reptile, specifically a green snake, grass snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4608.jpg,2,43,"nature photograph of a reptile, specifically a American alligator, Alligator mississipiensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4609.jpg,2,76,"nature photograph of a reptile, specifically a green snake, grass snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4610.jpg,2,35,"nature photograph of a reptile, specifically a thunder snake, worm snake, Carphophis amoenus, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
